# partB17_calibration.py; one row per condition × estimator × replicate; git=f1f5fcc
condition,estimator,replicate,sts_level_pre,sts_did,pred_did,res_did,res_p,res_ci_lo,res_ci_hi,sym_did,anti_did
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,24,0.713406,-0.041973,-0.048503,0.006531,0.0079,0.002716,0.010158,-0.000353,0.000802
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),24,1.112293,-0.063517,0.000000,-0.063517,0.0001,-0.072975,-0.054681,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),24,1.112293,-0.063517,-0.071001,0.007485,0.0084,0.002856,0.011420,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,25,0.719346,-0.046939,-0.051140,0.004201,0.0662,0.000458,0.008161,0.000129,0.001930
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),25,1.114275,-0.067646,0.000000,-0.067646,0.0001,-0.078887,-0.056442,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),25,1.114275,-0.067646,-0.075929,0.008283,0.0201,0.002857,0.013860,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,26,0.713367,-0.043703,-0.048832,0.005130,0.0233,0.001540,0.009039,-0.000239,0.001913
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),26,1.115156,-0.070569,-0.000000,-0.070569,0.0001,-0.077879,-0.062829,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),26,1.115156,-0.070569,-0.076273,0.005704,0.0428,0.000696,0.010183,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,27,0.712972,-0.040816,-0.046737,0.005921,0.0009,0.003536,0.008333,-0.000568,-0.000062
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),27,1.114802,-0.069319,0.000000,-0.069319,0.0001,-0.078728,-0.060147,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),27,1.114802,-0.069319,-0.075653,0.006334,0.0325,0.001626,0.011155,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,28,0.712760,-0.040349,-0.048658,0.008309,0.0009,0.005037,0.011306,0.000097,0.000711
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),28,1.112875,-0.065063,0.000000,-0.065063,0.0001,-0.071552,-0.057917,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),28,1.112875,-0.065063,-0.075842,0.010779,0.0001,0.006208,0.015630,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,29,0.715419,-0.040181,-0.046139,0.005958,0.0013,0.003308,0.008782,-0.000462,0.001358
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),29,1.114648,-0.066401,0.000000,-0.066401,0.0001,-0.072534,-0.059022,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),29,1.114648,-0.066401,-0.078271,0.011870,0.0002,0.007694,0.016380,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,30,0.711355,-0.041699,-0.047928,0.006228,0.0004,0.003894,0.009401,0.000697,0.000321
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),30,1.112705,-0.071049,-0.000000,-0.071049,0.0001,-0.080563,-0.062977,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),30,1.112705,-0.071049,-0.074612,0.003563,0.1583,-0.001146,0.008236,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,31,0.711404,-0.040315,-0.045549,0.005234,0.0046,0.002293,0.008270,0.000171,0.000639
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),31,1.104658,-0.059205,0.000000,-0.059205,0.0001,-0.069582,-0.049526,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),31,1.104658,-0.059205,-0.073008,0.013803,0.0035,0.006144,0.021042,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,32,0.715968,-0.048454,-0.056790,0.008336,0.0042,0.004178,0.012560,0.000075,0.002278
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),32,1.117066,-0.075689,-0.000000,-0.075689,0.0001,-0.085294,-0.066107,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),32,1.117066,-0.075689,-0.084704,0.009015,0.0166,0.003026,0.015286,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,33,0.709328,-0.042129,-0.048212,0.006083,0.0055,0.002455,0.009171,0.000748,0.000891
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),33,1.112893,-0.074267,-0.000000,-0.074267,0.0001,-0.084235,-0.063786,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),33,1.112893,-0.074267,-0.079036,0.004769,0.0881,-0.000316,0.009540,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,34,0.713881,-0.046110,-0.050058,0.003949,0.0419,0.000768,0.007250,-0.000836,0.001675
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),34,1.110595,-0.070401,-0.000000,-0.070401,0.0001,-0.080276,-0.059517,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),34,1.110595,-0.070401,-0.079967,0.009566,0.0007,0.005650,0.013726,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,35,0.713246,-0.047583,-0.050274,0.002691,0.2667,-0.001281,0.006752,0.001066,0.001386
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),35,1.111052,-0.068658,0.000000,-0.068658,0.0001,-0.077128,-0.059792,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),35,1.111052,-0.068658,-0.075105,0.006447,0.0631,0.000590,0.012340,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,36,0.710808,-0.030025,-0.036278,0.006253,0.0059,0.003002,0.009718,-0.000381,0.001990
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),36,1.112557,-0.057582,-0.000000,-0.057582,0.0001,-0.065139,-0.048997,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),36,1.112557,-0.057582,-0.062781,0.005199,0.0941,-0.000247,0.009951,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,37,0.709760,-0.042465,-0.045255,0.002790,0.1156,-0.000326,0.006139,0.000624,0.001518
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),37,1.107727,-0.065640,0.000000,-0.065640,0.0001,-0.076500,-0.054963,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),37,1.107727,-0.065640,-0.071582,0.005941,0.1091,-0.000741,0.012179,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,38,0.715312,-0.041879,-0.044773,0.002894,0.1021,-0.000434,0.006133,0.001192,0.002102
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),38,1.110360,-0.059670,0.000000,-0.059670,0.0001,-0.071995,-0.048653,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),38,1.110360,-0.059670,-0.067738,0.008068,0.0250,0.002113,0.013616,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,39,0.711114,-0.042844,-0.046666,0.003822,0.0405,0.000745,0.007063,0.000492,0.001481
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),39,1.112602,-0.066321,-0.000000,-0.066321,0.0001,-0.074243,-0.057529,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),39,1.112602,-0.066321,-0.078114,0.011793,0.0018,0.006287,0.017961,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,40,0.715300,-0.040379,-0.043629,0.003250,0.0870,-0.000266,0.006423,-0.001016,0.001475
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),40,1.118353,-0.068504,0.000000,-0.068504,0.0001,-0.080039,-0.059311,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),40,1.118353,-0.068504,-0.070092,0.001588,0.6115,-0.004004,0.007244,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,41,0.708273,-0.038960,-0.045950,0.006991,0.0035,0.003450,0.010362,-0.000958,0.001882
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),41,1.108787,-0.068299,-0.000000,-0.068299,0.0001,-0.077219,-0.059945,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),41,1.108787,-0.068299,-0.074621,0.006321,0.0149,0.002195,0.010770,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,42,0.713356,-0.043347,-0.046896,0.003549,0.0148,0.001235,0.005784,-0.000386,0.001409
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),42,1.112291,-0.072914,0.000000,-0.072914,0.0001,-0.079198,-0.066369,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),42,1.112291,-0.072914,-0.076770,0.003856,0.1460,-0.000631,0.008441,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,43,0.712817,-0.037162,-0.043022,0.005860,0.0031,0.002936,0.008718,0.000237,0.001356
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),43,1.112522,-0.070842,-0.000000,-0.070842,0.0001,-0.077985,-0.063865,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),43,1.112522,-0.070842,-0.072704,0.001861,0.4977,-0.003033,0.006937,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,44,0.712204,-0.044206,-0.045752,0.001547,0.4308,-0.002061,0.005018,0.001172,0.001398
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),44,1.106407,-0.066673,0.000000,-0.066673,0.0001,-0.079684,-0.053834,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),44,1.106407,-0.066673,-0.069110,0.002437,0.3845,-0.003067,0.007396,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,45,0.713573,-0.042299,-0.045951,0.003652,0.0339,0.000762,0.006469,0.000705,0.000489
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),45,1.114669,-0.069781,0.000000,-0.069781,0.0001,-0.077036,-0.061884,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),45,1.114669,-0.069781,-0.073639,0.003858,0.0806,0.000049,0.007388,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,46,0.711227,-0.039553,-0.040638,0.001084,0.4690,-0.001698,0.003730,0.000480,0.001682
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),46,1.108702,-0.062958,-0.000000,-0.062958,0.0001,-0.071020,-0.055057,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),46,1.108702,-0.062958,-0.064487,0.001529,0.6145,-0.004125,0.007099,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,47,0.710143,-0.040016,-0.044977,0.004960,0.0248,0.001571,0.008751,-0.000004,0.002284
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),47,1.107018,-0.063410,-0.000000,-0.063410,0.0001,-0.073072,-0.055006,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),47,1.107018,-0.063410,-0.072730,0.009321,0.0013,0.005417,0.013459,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,48,0.711721,-0.038853,-0.045984,0.007131,0.0021,0.003891,0.010171,-0.000717,0.000866
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),48,1.113252,-0.067413,0.000000,-0.067413,0.0001,-0.075253,-0.059715,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),48,1.113252,-0.067413,-0.078530,0.011117,0.0009,0.006797,0.015097,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,49,0.711946,-0.041237,-0.045883,0.004646,0.0178,0.001261,0.008013,0.000795,0.001029
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),49,1.111916,-0.067099,0.000000,-0.067099,0.0001,-0.076282,-0.058446,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),49,1.111916,-0.067099,-0.074162,0.007063,0.0331,0.001739,0.012695,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,50,0.711587,-0.039003,-0.043541,0.004538,0.0869,0.000361,0.009013,-0.000728,0.001329
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),50,1.112230,-0.066119,-0.000000,-0.066119,0.0001,-0.078577,-0.054151,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),50,1.112230,-0.066119,-0.072885,0.006767,0.1603,-0.001804,0.014876,nan,nan
